country_id,title_ru,title_ua,title_be,title_en,title_es,title_pt,title_de,title_fr,title_it,title_pl,title_ja,title_lt,title_lv,title_cz
"80","Индия","Iндiя","Індыя","India","India","Índia","Indien","Inde","India","Indie","インド","Indija","Indija","Indie"
"94","Кения","Кенiя","Кенія","Kenya","Kenia","Quénia","Kenia","Kenya","Kenia","Kenia","ケニア","Kenija","Kēnija","Keňa"
"118","Малави","Малавi","Малаві","Malawi","Malawi","Malawi","Malawi","Malawi","Malawi","Malawi","マラウィ","Malavis<br>","Malavi","Malawi"
"58","Гайана","Гайана","Гаяна","Guyana","Guyana","Guiana","Guyana","Guyana","Guyana","Gujana","ガイアナ","Gajana","Gajana","Guyana"
"89","Йемен","Йемен","Емэн","Yemen","Yemen","Iémen","Jemen","Yémen","Yemen","Jemen","イエメン","Jemenas","Jemena","Jemen"
"93","Катар","Катар","Катар","Qatar","Qatar","Qatar","Katar","Qatar","Qatar","Katar","カタール","Kataras","Katāra","Katar"
"119","Малайзия","Малайзiя","Малайзія","Malaysia","Malasia","Malásia","Malaysia","Malaisie","Malesia","Malezja","マレーシア","Malaizija","Malaizija","Malajsie"
"99","Коморы","Комори","Каморы","Comoros","Comoras","Comores","Komoren","Comores","Comoros","Komory","コモロ諸島","Komorai","Komoru salas","Komory"
"113","Маврикий","Маврикiй","Маўрыцы","Mauritius","Mauricio","Maurícia","Mauritius","Maurice","Mauritius","Mauritius","モーリシャス","Mauricijus","Mavrikija","Mauricius"
"132","Мьянма","М'янма","М'янма","Myanmar","Birmania","Mianmar","Myanmar","Birmanie","Myanmar","Birma","ミャンマー","Birma","Mjanma","Myanmar"
"65","Германия","Нiмеччина","Нямеччына","Germany","Alemania","Alemanha","Deutschland","Allemagne","Germania","Niemcy","ドイツ","Vokietija","Vācija","Německo"
"134","Науру","Науру","Навуру","Nauru","Nauru","Nauru","Nauru","Nauru","Nauru","Nauru","ナウル","Nauru","Nauru","Nauru"
"135","Непал","Непал","Нэпал","Nepal","Nepal","Nepal","Nepal","Népal","Nepal","Nepal","ネパール","Nepalas","Nepāla","Nepál"
"233","Ватикан","Ватикан","Ватыкан","Vatican","Vaticano","Vaticano","Vatikan","Vatican","Vaticano","Watykan","ヴァチカン","Vatikanas","Vatican","Vatikán"
"201","Уганда","Уганда","Уганда","Uganda","Uganda","Uganda","Uganda","Ouganda","Uganda","Uganda","ウガンダ","Uganda","Uganda","Uganda"
"14","Эстония","Естонiя","Эстонія","Estonia","Estonia","Estónia","Estland","Estonie","Estonia","Estonia","エストニア","Estija","Igaunija","Estonsko"
"182","Сингапур","Сiнгапур","Сынґапур","Singapore","Singapur","Singapura","Singapur","Singapour","Singapore","Singapur","シンガポール","Singapūras","Singapūra","Singapur"
"228","Ямайка","Ямайка","Ямайка","Jamaica","Jamaica","Jamaica","Jamaika","Jamaïque","Giamaica","Jamajka","ジャマイカ","Jamaika","Jamaika","Jamajka"
"136","Нигер","Нiгер","Нігер","Niger","Níger","Níger","Niger","Niger","Niger","Niger","ニジェール","Nigeris","Nigera","Niger"
"1","Россия","Росiя","Расея","Russia","Rusia","Rússia","Russland","Russie","Russia","Rosja","ロシア","Rusija","Krievija","Rusko"
"140","Никарагуа","Нiкарагуа","Нікарагуа","Nicaragua","Nicaragua","Nicarágua","Nicaragua","Nicaragua","Nicaragua","Nikaragua","ニカラグア","Nikaragva","Nikaragva","Nikaragua"
"224","Эфиопия","Ефiопiя","Этыёпія","Ethiopia","Etiopía","Etiópia","Äthiopien","Ethiopie","Etiopia","Etiopia","エチオピア","Etiopija","Etiopija","Etiopie"
"181","Сербия","Сербiя","Сэрбія","Serbia","Serbia","Sérvia","Serbien","Serbie","Serbia","Serbia","セルビア","Serbija","Serbija","Srbsko"
"56","Габон","Габон","Габон","Gabon","Gabón","Gabão","Gabon","Gabon","Gabon","Gabon","ガボン","Gabonas","Gabona","Gabon"
"200","Турция","Туреччина","Турэччына","Turkey","Turquía","Turquia","Türkei","Turquie","Turchia","Turcja","トルコ","Turkija","Turcija","Turecko"
"188","Судан","Судан","Судан","Sudan","Sudán","Sudão","Sudan","Soudan","Sudan","Sudan","スーダン","Sudanas","Sudāna","Súdán"
"31","Багамы","Багами","Багамы","Bahamas","Bahamas","Bahamas","Bahamas","Bahamas","Bahamas","Bahama","バハマ","Bahamai","Bahamu salas","Bahamy"
"141","Ниуэ","Нiуе","Нівуэ","Niue","Niue","Niue","Niue","Niue","Niue","Niue","ニウエ","Niue<br>","Niue","Niue"
"194","Того","Того","Тога","Togo","Togo","Togo","Togo","Togo","Togo","Togo","トーゴ","Togas","Togo","Togo"
"212","Хорватия","Хорватiя","Харватыя","Croatia","Croacia","Croácia","Kroatien","Croatie","Croazia","Chorwacja","クロアチア","Kroatija","Horvātija","Chorvatsko"
"34","Бахрейн","Бахрейн","Бахрэйн","Bahrain","Bahréin","Bahrein","Bahrain","Bahreïn","Bahrain","Bahrain","バーレーン","Bahreinas","Bahreina","Bahrajn"
"191","Таиланд","Таїланд","Тайлянд","Thailand","Tailandia","Tailândia","Thailand","Thaïlande","Tailandia","Tajlandia","タイ","Tailandas","Tailanda","Thajsko"
"187","Сомали","Сомалi","Самалі","Somalia","Somalia","Somália","Somalia","Somalie","Somalia","Somalia","ソマリア","Somalis","Somali","Somálsko"
"153","Палау","Палау","Палаў","Palau","Palaos","Palau","Palau","Palaos","Palau","Palau","パラウ","Palau","Palava","Palau"
"195","Токелау","Токелау","Такелаў","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","Tokelau","トケラウ","Tokelau","Tokelava","Tokelau"
"209","Франция","Францiя","Францыя","France","Francia","França","Frankreich","France","Francia","Francja","フランス","Prancūzija","Francija","Francie"
"207","Финляндия","Фiнляндiя","Фінляндыя","Finland","Finlandia","Finlândia","Finnland","Finlande","Finlandia","Finlandia","フィンランド","Suomija","Somija","Finsko"
"8","Израиль","Iзраїль","Ізраіль","Israel","Israel","Israel","Israel","Israël","Israele","Izrael","イスラエル","Izraelis","Izraela","Izrael"
"220","Шри-Ланка","Шрi-Ланка","Шры-Лянка","Sri Lanka","Sri-Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","スリランカ","Šri Lanka","Šrilanka","Srí Lanka"
"167","Самоа","Самоа","Самоа","Samoa","Samoa","Samoa","Samoa","Samoa","Samoa","Samoa","サモア","Samoa","Samoa","Samoa"
"176","Сенегал","Сенегал","Сэнэгал","Senegal","Senegal","Senegal","Senegal","Sénégal","Senegal","Senegal","セネガル","Senegalas<br>","Senegāla","Senegal"
"171","Свазиленд","Свазiленд","Свазылэнд","Swaziland","Suazilandia","Suazilândia","Swasiland","Swaziland","Swaziland","Swaziland","スワジランド","Svazilendas","Svazilenda","Svazijsko"
"38","Бермуды","Бермуди","Бэрмуды","Bermuda","Bermudas","Bermudas","Bermudas","Bermudes","Bermuda","Bermudy","バミューダ","Bermudai","Bermudu salas","Bermudské ostrovy"
"185","Словения","Словенiя","Славенія","Slovenia","Eslovenia","Eslovénia","Slowenien","Slovénie","Slovenia","Słowenia","スロベニア","Slovėnija","Slovēnija","Slovinsko"
"192","Тайвань","Тайвань","Тайвань","Taiwan","Taiwan","Taiwan","Taiwan","Taïwan","Taiwan","Tajwan","台湾","Taivanas","Taivāna","Tchaj-wan"
"216","Чили","Чилi","Чылі","Chile","Chile","Chile","Chile","Chili","Cile","Chile","チリ","Čilė","Čīle","Chile"
"9","США","США","ЗША","USA","EE.UU.","EUA","USA","USA","Stati Uniti","USA","アメリカ合衆国","JAV","ASV","USA"
"205","Фиджи","Фiджi","Фіджы","Fiji","Fiyi","Fiji","Fidschi","Fidji","Fiji","Fidżi","フィジー","Fidžis","Fidži","Fidži"
"198","Тувалу","Тувалу","Тувалу","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Tuvalu","ツバル","Tuvalu","Tuvalu","Tuvalu"
"144","Норвегия","Норвегiя","Нарвэгія","Norway","Noruega","Noruega","Norwegen","Norvège","Norvegia","Norwegia","ノルウェー","Norvegija","Norvēģija","Norsko"
"164","Руанда","Руанда","Руанда","Rwanda","Ruanda","Ruanda","Ruanda","Rwanda","Ruanda","Rwanda","ルアンダ","Ruanda","Ruanda","Rwanda"
"214","Чад","Чад","Чад","Chad","Chad","Chade","Tschad","Tchad","Chad","Czad","チャド","Čadas","Čada","Čad"
"147","Остров Мэн","Острiв Мен","Выспа Мэн","Isle of Man","Islas Man","Ilha de Man","Insel Man","Ile de Man","Isola di Man","Isle of Man","マン島","Meno sala","Mēna","Ostrov Man"
"146","Оман","Оман","Аман","Oman","Omán","Omã","Oman","Oman","Oman","Oman","オマーン","Omanas","Omāna","Omán"
"155","Панама","Панама","Панама","Panama","Panamá","Panamá","Panama","Panama","Panama","Panama","パナマ","Panama","Panama","Panama"
"158","Перу","Перу","Пэру","Peru","Perú","Peru","Peru","Pérou","Peru","Peru","ペルー","Peru","Peru","Peru"
"163","Реюньон","Реюньон","Рэюньён","Réunion","Reunión","Réunion","Réunion","Réunion","Réunion","Réunion","レユニオン","Reunionas","Reinjona","Réunion"
"221","Эквадор","Еквадор","Эквадор","Ecuador","Ecuador","Equador","Ecuador","Equateur","Ecuador","Ekwador","エクアドル","Ekvadoras","Ekvadora","Ekvádor"
"11","Кыргызстан","Киргизстан","Кыргызтан","Kyrgyzstan","Kirguistán","Quirguistão","Kirgisistan","Kirghizstan","Kyrgyzstan","Kirgistan","キルギスタン","Kirgizija","Kirgizstāna","Kyrgyzstán"
"84","Иран","Iран","Іран","Iran","Irán","Irão","Iran","Iran","Iran","Iran","イラン","Iranas","Irāna","Írán"
"175","Сейшелы","Сейшели","Сэйшэлы","Seychelles","Seychelles","Seicheles","Seychellen","Seychelles","Seychelles","Seszele","セイシェル","Seišeliai","Seišelu salas","Seychely"
"123","Марокко","Марокко","Марока","Morocco","Marruecos","Marrocos","Marokko","Maroc","Marocco","Maroko","モロッコ","Marokas","Maroka","Maroko"
"90","Кабо-Верде","Кабо-Верде","Каба-Вэрдэ","Cape Verde","Cabo Verde","Cabo Verde","Kap Verde","Cap Vert","Cabo Verde","Cape Verde","カーボベルデ","Žaliasis Kyšulys","Kaboverde","Kapverdy"
"74","Доминика","Домiнiка","Дамініка","Dominica","Dominica","Dominica","Dominica","Dominique","Dominica","Dominika","ドミニカ","Dominika","Dominika","Dominika"
"149","Острова Кайман","Острови Кайман","Выспы Кайман","Cayman Islands","Islas Caimán","Ilhas Caimão","Kaimaninseln","Iles Caïman","Isole Cayman","Kajmany","ケイマン諸島","Kaimanų salos","Kaimana salas","Kajmanské ostrovy"
"79","Зимбабве","Зiмбабве","Зімбабвэ","Zimbabwe","Zimbabue","Zimbabwe","Simbabwe","Zimbabwe","Zimbabwe","Zimbabwe","ジンバブエ","Zimbabvė","Zimbabve","Zimbabwe"
"170","Саудовская Аравия","Саудiвська Аравiя","Саудаўская Арабія","Saudi Arabia","Arabia Saudí","Arábia Saudita","Saudi Arabien","Arabie Saoudite","Arabia Saudita","Arabia Saudyjska","サウジアラビア","Saudo Arabija","Sauda Arābija","Saúdská Arábie"
"69","Гренада","Гренада","Грэнада","Grenada","Granada","Granada","Grenada","Grenade","Grenada","Grenada","グレナダ","Grenada","Granāda","Grenada"
"131","Монтсеррат","Монтсеррат","Мантсэрат","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","Montserrat","モントセラト","Monseratas","Montserrata","Montserrat"
"122","Мальта","Мальта","Мальта","Malta","Malta","Malta","Malta","Malte","Malta","Malta","マルタ","Malta","Malta","Malta"
"16","Таджикистан","Таджикистан","Таджыкістан","Tajikistan","Tadjikistán","Tadjiquistão","Tadschikistan","Tadjikistan","Tajikistan","Tadżykistan","タジキスタン","Tadžikistanas","Tadžikistāna","Tádžikistán"
"203","Уругвай","Уругвай","Уруґвай","Uruguay","Uruguay","Uruguai","Uruguay","Uruguay","Uruguay","Urugwaj","ウルグアイ","Urugvajus","Urugvaja","Uruguay"
"4","Казахстан","Казахстан","Казахстан","Kazakhstan","Kazajistán","Cazaquistão","Kasachstan","Kazakhstan","Kazakistan","Kazachstan","カザフスタン","Kazachstanas","Kazahstāna","Kazachstán"
"199","Тунис","Тунiс","Туніс","Tunisia","Túnez","Tunísia","Tunesien","Tunisie","Tunisia","Tunezja","チュニス","Tunisas","Tunisija","Tunisko"
"10","Канада","Канада","Канада","Canada","Canadá","Canadá","Kanada","Canada","Canada","Kanada","カナダ","Kanada","Kanāda","Kanada"
"54","Восточный Тимор","Схiдний Тимор","Усходні Тымор","East Timor","Timor Oriental","Timor-Leste","Ost Timor","Timor oriental","Timor Est","Wschodni Timor","東ティモール","Rytų Timoras","Austrumu Timora","Východní Timor"
"24","Ангилья","Ангілья","Анґілья","Anguilla","Anguilla","Anguilla","Anguilla","Anguilla","Anguilla","Anguilla","アンギラ","Angilija","Angilja","Anguilla"
"196","Тонга","Тонга","Тонга","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","Tonga","トンガ","Tongas","Tonga","Tonga"
"81","Индонезия","Iндонезiя","Інданэзія","Indonesia","Indonesia","Indonésia","Indonesien","Indonésie","Indonesia","Indonezja","インドネシア","Indonezija","Indonēzija","Indonésie"
"234","Синт-Мартен","Сінт-Мартен","Сінт-Мартэн","Sint Maarten","Sint Maarten","São Martinho (Caraíbas)","Sint Maarten","Saint-Martin","Sint Maarten","Saint Martin","シント・マールテン","Sint Martenas ","Sint Maarten","Sint Maarten"
"128","Мозамбик","Мозамбiк","Мазамбік","Mozambique","Mozambique","Moçambique","Mosambik","Mozambique","Mozambico","Mozambik","モザンビーク","Mozambikas","Mozambika","Mosambik"
"39","Болгария","Болгарiя","Баўгарыя","Bulgaria","Bulgaria","Bulgária","Bulgarien","Bulgarie","Bulgaria","Bułgaria","ブルガリア","Bulgarija","Bulgārija","Bulharsko"
"82","Иордания","Йорданiя","Іярданія","Jordan","Jordania","Jordânia","Jordanien","Jordanie","Giordania","Jordania","ヨルダン","Jordanija","Jordānija","Jordánsko"
"71","Греция","Грецiя","Грэцыя","Greece","Grecia","Grécia","Griechenland","Grèce","Grecia","Grecja","ギリシャ","Graikija","Grieķija","Řecko"
"108","Либерия","Лiберiя","Лібэрыя","Liberia","Liberia","Libéria","Liberia","Libéria","Liberia","Liberia","リベリア","Liberija","Libērija","Libérie"
"184","Словакия","Словаччина","Славаччына","Slovakia","Eslovaquia","Eslováquia","Slowakei","Slovaquie","Slovacchia","Słowacja","スロヴァキア","Slovakija","Slovākija","Slovensko"
"102","Коста-Рика","Коста-Рiка","Коста-Рыка","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Costa Rica","コスタリカ","Kosta Rika","Kostarika","Kostarika"
"165","Румыния","Румунiя","Румынія","Romania","Rumanía","Roménia","Rumänien","Roumanie","Romania","Rumunia","ルーマニア","Rumunija","Rumānija","Rumunsko"
"133","Намибия","Намiбiя","Намібія","Namibia","Namibia","Namíbia","Namibia","Namibie","Namibia","Namibia","ナミビア","Namibija","Namībija","Namibie"
"107","Лесото","Лесото","Лесота","Lesotho","Lesoto","Lesoto","Lesotho","Leshoto","Lesotho","Lesotho","レソト","Lesotas","Lesoto","Lesotho"
"117","Македония","Македонiя","Македонія","Macedonia","Macedonia","Macedónia","Mazedonien","Macédoine","Macedonia","Macedonia","マケドニア","Makedonija","Makedonija","Makedonie"
"68","Гонконг","Гонконг","Ганконг","Hong Kong","Hong Kong","Hong Kong","Hong Kong","Hong Kong","Hong Kong","Hong Kong","香港","Honkongas","Gonkonga","Hongkong"
"109","Ливан","Лiван","Лібан","Lebanon","Líbano","Líbano","Libanon","Liban","Libano","Liban","レバノン","Libanas","Livāna","Libanon"
"137","Нигерия","Нiгерiя","Нігерыя","Nigeria","Nigeria","Nigéria","Nigeria","Nigéria","Nigeria","Nigeria","ナイジェリア","Nigerija","Nigērija","Nigérie"
"193","Танзания","Танзанiя","Танзанія","Tanzania","Tanzania","Tanzânia","Tansania","Tanzanie","Tanzania","Tanzania","タンザニア","Tanzanija","Tanzānija","Tanzanie"
"197","Тринидад и Тобаго","Тринiдад i Тобаго","Трынідад і Табага","Trinidad and Tobago","Trinidad y Tobago","Trinidad e Tobago","Trinidad und Tobago","Trinité et Tobago","Trinidad e Tobago","Trinidad and Tobago","トリニダード・トバゴ","Trinidadas ir Tobagas","Trindada un Tobago","Trinidad a Tobago"
"62","Гватемала","Гватемала","Гватэмала","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","Guatemala","グアテマラ","Gvatemala","Gvatemala","Guatemala"
"152","Пакистан","Пакистан","Пакістан","Pakistan","Pakistán","Paquistão","Pakistan","Pakistan","Pakistan","Pakistan","パキスタン","Pakistanas","Pakistāna","Pákistán"
"103","Кот д`Ивуар","Кот-д'iвуар","Кот д`Івуар","Côte d`Ivoire","Costa de Marfil","Costa do Marfim","Elfenbeinküste","Côte d'Ivoire","Costa d'Avorio","Wybrzeże Kości Słoniowej","コートジボアール","Dramblio Kaulo Krantas","Kotdivuāra","Pobřeží slonoviny"
"229","Япония","Японiя","Японія","Japan","Japón","Japão","Japan","Japon","Giappone","Japonia","日本","Japonija","Japāna","Japonsko"
"5","Азербайджан","Азербайджан","Азэрбайджан","Azerbaijan","Azerbaiyán","Azerbaijão","Aserbaidschan","Azerbaïdjan","Azerbaijan","Azerbejdżan","アゼルバイジャン","Azerbaidžanas","Azerbaidžāna","Ázerbajdžán"
"66","Гибралтар","Гiбралтар","Гібралтар","Gibraltar","Gibraltar","Gibraltar","Gibraltar","Gibraltar","Gibilterra","Gibraltar","ジブラルタル","Gibraltaras","Gibraltāra","Gibraltar"
"78","Западная Сахара","Захiдна Сахара","Заходняя Сахара","Western Sahara","Sáhara Occidental","Saara Ocidental","Westsahara","Sahara occidental","Sahara Occidentale","Sahara Zachodnia","西サハラ","Vakarų Sachara","Rietumsahāra","Západní Sahara"
"124","Мартиника","Мартинiка","Мартыніка","Martinique","Martinica","Martinica","Martinique","Martinique","Martinique","Martynika","マルティニク","Martinika","Martinika","Martinik"
"18","Узбекистан","Узбекистан","Узбэкістан","Uzbekistan","Uzbekistán","Uzbequistão","Usbekistan","Ouzbékistan","Uzbekistan","Uzbekistan","ウズベキスタン","Uzbekistanas","Uzbekistāna","Uzbekistán"
"50","Венгрия","Угорщина","Вугоршчына","Hungary","Hungría","Hungria","Ungarn","Hongrie","Ungheria","Węgry","ハンガリー","Vengrija","Ungārija","Maďarsko"
"112","Люксембург","Люксембург","Люксэмбург","Luxembourg","Luxemburgo","Luxemburgo","Luxemburg","Luxembourg","Lussemburgo","Luxembourg","ルクセンブルク","Liuksemburgas","Luksemburga","Lucembursko"
"206","Филиппины","Фiлiппiни","Філіпіны","Philippines","Filipinas","Filipinas","Philippinen","Philippines","Filippine","Filipiny","フィリピン","Filipinai","Filipīnas","Filipíny"
"43","Бразилия","Бразилiя","Бразылія","Brazil","Brasil","Brasil","Brasilien","Brésil","Brasile","Brazylia","ブラジル","Brazilija","Brazīlija","Brazílie"
"87","Испания","Iспанiя","Гішпанія","Spain","España","Espanha","Spanien","Espagne","Spagna","Hiszpania","スペイン","Ispanija","Spānija","Španělsko"
"202","Уоллис и Футуна","Уоллiс i Футуна","Ўоліс і Футуна","Wallis and Futuna","Wallis y Futuna","Wallis e Futuna","Wallis und Futuna","Wallis et Futuna","Wallis e Futuna","Wallis i Futuna","ウォリス・フツナ","Vallisas ir Futuna","Volisa un Futuna","Wallis a Futuna"
"20","Австрия","Австрiя","Аўстрыя","Austria","Austria","Áustria","Österreich","Autriche","Austria","Austria","オーストリア","Austrija","Austrija","Rakousko"
"114","Мавритания","Мавританiя","Маўрытанія","Mauritania","Mauritania","Mauritânia","Mauretanien","Mauritanie","Mauritania","Mauretania","モーリタニア","Mauritanija","Mavritānija","Mauritánie"
"30","Афганистан","Афганiстан","Аўганістан","Afghanistan","Afganistán","Afeganistão","Afghanistan","Afghanistan","Afghanistan","Afganistan","アフガニスタン","Afganistanas","Afganistāna","Afghánistán"
"13","Литва","Литва","Летува","Lithuania","Lituania","Lituânia","Litauen","Lituanie","Lituania","Litwa","リトアニア","Lietuva","Lietuva","Litva"
"3","Беларусь","Бiлорусь","Беларусь","Belarus","Bielorrusia","Bielorrússia","Weißrussland","Belorus","Bielorussia","Białoruś","ベラルーシ","Baltarusija","Baltkrievija","Bělorusko"
"217","Швейцария","Швейцарiя","Швайцарыя","Switzerland","Suiza","Suíça","Schweiz","Suisse","Svizzera","Szwajcaria","スイス","Šveicarija","Šveice","Švýcarsko"
"143","Новая Каледония","Нова Каледонiя","Новая Каледонія","New Caledonia","Nueva Caledonia","Nova Caledónia","Neukaledonien","Nouvelle Calédonie","Nuova Caledonia","Nowa Kaledonia","ニューカレドニア","Naujoji Kaledonija","Jaunkaledonija","Nová Kaledonie"
"138","Кюрасао","Кюрасао","Кюрасаа","Curaçao","Antillas Holandesas","Curaçao","Niederländische Antillen","Antilles Néerlandaises","Antille Olandesi","Curacao","キュラソー島","Kiurasao ","Nīderlandes Antilas","Curaçao"
"204","Фарерские острова","Фарерськi острови","Фарэрскія выспы","Faroe Islands","Islas Feroe","Ilhas Feroe","Färöer","Iles Féroé","Isole Faroe","Wyspy Owcze","フェロー諸島","Farerų salos","Fāru salas","Faerské ostrovy"
"17","Туркменистан","Туркменістан","Туркмэністан","Turkmenistan","Turkmenistán","Turquemenistão","Turkmenistan","Turkménistan","Turkmenistan","Turkmenistan","トルクメニスタン","Turkmėnistanas","Turkmenistāna","Turkmenistán"
"40","Боливия","Болiвiя","Балівія","Bolivia","Bolivia","Bolívia","Bolivien","Bolivie","Bolivia","Boliwia","ボリビア","Bolivija","Bolīvija","Bolívie"
"156","Папуа - Новая Гвинея","Папуа - Нова Гвiнея","Папуа - Новая Ґвінэя","Papua New Guinea","Papúa Nueva Guinea","Papua-Nova Guiné","Papua-Neuguinea","Papouasie-Nouvelle Guinée","Papua Nuova Guinea","Papua Nowa Gwinea","パプア・ニューギニア","Papua - Naujoji Gvinėja","Papua Jaungvineja","Papua Nová Guinea"
"186","Соломоновы Острова","Соломоновi Острови","Саламонавы выспы","Solomon Islands","Islas Salomón","Ilhas Salomão","Salomoninseln","Iles Salomon","Isole Solomon","Wyspy Solomona","ソロモン諸島","Saliamono salos","Zālamanu salas","Šalomounovy ostrovy"
"49","Великобритания","Великобританiя","Вялікабрытанія","United Kingdom","Gran Bretaña","Reino Unido","Großbritannien","Grande-Bretagne","Regno Unito","Wielka Brytania","イギリス","Didžioji Britanija","Apvienotā Karaliste","Velká Británie"
"115","Мадагаскар","Мадагаскар","Мадагаскар","Madagascar","Madagascar","Madagáscar","Madagaskar","Madagascar","Madagascar","Madagaskar","マダガスカル","Madagaskaras","Madagaskāra","Madagaskar"
